"id","source","source_accessed","source_identifier","short_title","author","year","gender","translator","title","publication","format","catalogue_numbers","notes","further_editions","scan_identifiers_space_separated_semicolon_separates_volumes_of_same_edition","scan_notes_volumes_missing,_second_edition_etc_semicolon_comments_on_corresponding_edition_in_scan_field"
690,"GARSIDE1800-1829",20100817,"1808A102","Ludovico's Tale","Augusta Amelia STUART",1808,"Female",,"LUDOVICO'S TALE, OR, THE BLACK BANNER OF CASTLE DOUGLAS. A NOVEL, IN FOUR VOLUMES. BY AGUSTA [sic] AMELIA STUART","London:                     Printed for J. F. Hughes, Wigmore Street, Cavendish Square, 1808","4 vols (I viii, 224p; II 246p; III 229p; IV 224p). 12&deg;","Corvey; CME 3-628-48685-8; EN2 1808: 102; NSTC S4230; OCLC 31498376","ECB 567 lists as 'Ludovicus: a tale', 1801, and under title (355) 'Ludovicus: a tale', 1810; both apparently in error. Allibone lists 'Ludovicus; a Tale, 1810', which also appears in Block",,"BSB-1_FT_1336756955 BSB-1_FT_11099428 BSB-1_FT_296146561 BSB-1_FT_979560791","BSB-1_FT_1336756955 BSB-1_FT_11099428 BSB-1_FT_296146561 BSB-1_FT_979560791 4 volumes at Bayerische Staatsbibliothek"
691,"GARSIDE1800-1829",20100817,"1808A103","Margiana","Henrietta SYKES",1808,"Female",,"MARGIANA; OR, WIDDRINGTON TOWER. A TALE OF THE FIFTEENTH CENTURY. IN FIVE VOLUMES","London:                     Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1808","5 vols (I 275p; II 254p; III 258p; IV 292p; V 286p). 12&deg;","Corvey; CME 3-628-48079-5; ECB 368; EN2 1808: 103; NSTC S4581; OCLC 7099743",,,,
692,"GARSIDE1800-1829",20100817,"1808A104","Husband and Wife, The","Elizabeth THOMAS",1808,"Female",,"THE HUSBAND AND WIFE; OR, THE MATRIMONIAL MARTYR. A NOVEL. IN THREE VOLUMES. BY MRS. BRIDGET BLUEMANTLE, AUTHOR OF THE THREE OLD MAIDS, &C","London:                     Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1808","3 vols (I 271p; II 316p; III 351p). 12&deg;","Corvey; CME 3-628-47125-7; ECB 63; EN2 1808: 104; xNSTC; xOCLC",,,,
693,"GARSIDE1800-1829",20100817,"1808A105","Florentines, The","Benjamin THOMPSON",1808,"Male",,"THE FLORENTINES, OR SECRET MEMOIRS OF THE NOBLE FAMILY DE C**. BY BENJAMIN THOMPSON, TRANSLATOR OF THE STRANGER, GERMAN THEATRE, &C. &C","London:                     Printed by B. Clarke, Well-Street, for J. F. Hughes, Wigmore-Street, Cavendish-Square, 1808","1 vol.  (275p). 12&deg;","BL 012611.e.4; EN2 1808: 105; NSTC T751; OCLC 7105080","No Chapter, or the one preceding Chapter the first', pp. [1]&ndash;26; t.p. falls on p. [27]; Chapter 1 begins p. 29",,,
694,"GARSIDE1800-1829",20100817,"1808A106","Characters at Brighton","Anne TRELAWNEY",1808,"Female",,"CHARACTERS AT BRIGHTON. A NOVEL, IN FOUR VOLUMES. BY ANNE TRELAWNEY, AUTHOR OF THE OFFSPRING OF MORTIMER, &C. &C","London:                     Printed by J. Dennett, Leather Lane, Holborn; for J. F. Hughes, 15, Paternoster Row, and 5, Wigmore Street, Cavendish Square, 1808","4 vols (I 241p; II 242p; III 274p; IV 330p). 12&deg;","BL 12611.bb.21; ECB 598; EN2 1808: 106; xNSTC; OCLC 13366704","Dedication to His Royal Highness the Prince of Wales, signed 'The Editor'","2nd edn 1808 (OCLC); 3rd edn 1808 (Corvey), CME 3-628-487688-4",,
695,"GARSIDE1800-1829",20100817,"1808A107","Offspring of Mortimer","Anne TRELAWNEY",1808,"Female",,"OFFSPRING OF MORTIMER; OR MEMOIRS OF THE STRATFORD FAMILY. A DOMESTIC NOVEL. IN FOUR VOLUMES. BY ANNE TREWLANEY","London:                     Printed by J. Dennett, Leather Lane; for J. F. Hughes, Wigmore Street, Cavendish Square, 1808","4 vols (I 262p; II 244p; III 236p; IV 192p). 12&deg;","Corvey; CME 3-628-48769-2; EN2 1808: 107; xNSTC; OCLC 11838763",,,,
696,"GARSIDE1800-1829",20100817,"1808A108","Herbert-Lodge","Ellen Rebecca WARNER",1808,"Female",,"HERBERT-LODGE; A NEW-FOREST STORY. IN THREE VOLUMES. BY MISS WARNER, OF BATH","Bath:                     Printed by Richard Cruttwell, St. James's-Street; and sold by Longman, Hurst, Rees, and Orme, Paternoster-Row, London, 1808","3 vols ( I xx, 205p; II 213p; III 218p). 12&deg;","CtY-BR W242.808; ECB 624; EN2 1808: 108; xNSTC; OCLC 21932515","Subscribers' Names', vol. 1, pp. [ix]&ndash;xx; followed by 'Names sent too late for insertion in the List' (p. [xxi]). Imprint of BRu ENC copy differs by reading: '[&hellip;] and sold by Wilkie and Robinson, Paternoster-Row, London, 1808'",,"herbertlodgenewf01warn herbertlodgenewf02warn herbertlodgenewf03warn","3 vols, UIUC"
697,"GARSIDE1800-1829",20100817,"1808A109","Alzylia","Miss WEIMAR",1808,"Female",,"ALZYLIA, A NOVEL, IN FOUR VOLUMES","London:                     Printed for the Author, by T. Collins, Harvey's Buildings, Strand, and published by C. Chapple, Pall-Mall, 1808","4 vols (I 194p; II 210p; III 219p; IV 258p). 12&deg;","BL N.1895,96; ECB 628; EN2 1808: 109; NSTC W1057; xOCLC","Entered at Stationers' Hall', in square brackets after imprint date. 'List of Subscribers', vol. 1, pp. [1]&ndash;4",,,
698,"GARSIDE1800-1829",20100817,"1808A110","Child of Mystery, The","Sarah Scudgell WILKINSON",1808,"Female",,"THE CHILD OF MYSTERY, A NOVEL, IN THREE VOLUMES, FOUNDED ON RECENT EVENTS. BY SARAH WILKINSON","London:                     Printed for J. F. Hughes, 15, Pater-Noster-Row, and 5, Wigmore-Street, Cavendish-Square, 1808","3 vols (I 228p; II 229p; III 217p). 12&deg;","BL 1486.de.37; EN2 1808: 110; NSTC W1941; xOCLC",,,,
699,"GARSIDE1800-1829",20100817,"1808A111","Summer at Weymouth, A","Mary Julia YOUNG",1808,"Female",,"A SUMMER AT WEYMOUTH; OR, THE STAR OF FASHION. A NOVEL, IN THREE VOLUMES. BY THE AUTHOR OF A SUMMER AT BRIGHTON, &C. &C","London:                     Printed for J. F. Hughes, Wigmore Street, Cavendish Square, 1808","3 vols (I 264p; II 252p; III 250p). 12&deg;","Corvey; CME 3-628-48732-3; ECB 569; EN2 1808: 111; xNSTC; xOCLC",,,,
700,"GARSIDE1800-1829",20100817,"1809A001","Arnold","ANON",1809,"Unknown",,"ARNOLD; OR, A TRAIT, AND IT'S CONSEQUENCES, OF CIVIL WAR. A NOVEL. IN TWO VOLUMES","London:                     Printed for G. Robinson, 25, Paternoster-Row, 1809","2 vols (I x, 206p; II 280p). 12&deg;","BL 12612.aa.9; ECB 26; EN2 1809: 1; NSTC A1699; OCLC 42860378",,,,
701,"GARSIDE1800-1829",20100817,"1809A002","Banks of the Carron, The","ANON",1809,"Unknown",,"THE BANKS OF THE CARRON; OR, THE TOWERS OF LOTHIAN: A SCOTTISH LEGEND. BY THE AUTHOR OF THE ""TWO PILGRIMS.""","London:                     Printed for J. F. Hughes, 5, Wigmore-Street, Cavendish-Square; and 15, Paternoster-Row, 1809","4 vols (I 226p; II 256p; III 266p; IV 222p). 12&deg;","Corvey; CME 3-628-47096-X; EN2 1809: 2; NSTC C827; xOCLC","See also <a href=""titleDetails.asp?title=1809A010""><i>The Towers of Lothian</i></a> (EN2 1809: 11), which is apparently identical apart from t.ps",,,
702,"GARSIDE1800-1829",20100817,"1809A003","Beau Monde, The","ANON",1809,"Unknown",,"THE BEAU MONDE: OR, SCENES IN FASHIONABLE LIFE. IN THREE VOLUMES","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. (Successors to Lane, Newman, & Co.) Leadenhall-Street, 1809","3 vols (I 236p; II 235p; III 236p). 12&deg;","Corvey; CME 3-628-47130-3; ECB 45; EN2 1809: 3; xNSTC; OCLC 42919690",,,,
703,"GARSIDE1800-1829",20100817,"1809A004","Corinna of England, and a Heroine in the Shade, The","ANON",1809,"Unknown",,"THE CORINNA OF ENGLAND, AND A HEROINE IN THE SHADE; A MODERN ROMANCE, BY THE AUTHOR OF ""THE WINTER IN BATH,"" ""THE BANKS OF THE WYE,"" ""THE WOMAN OF COLOUR,"" ""LIGHT AND SHADE,"" &C. &C","London:                     Printed for B. Crosby and Co., Stationers' Court, Paternoster-Row, 1809","2 vols (I 232p; II 245p). 12&deg;","Corvey; CME 3-628-47338-1; ECB 136; EN2 1809: 4; NSTC C3663; OCLC 12714360","Attributed variously to Mrs E. G. Bayfield (Hardy, H&L, OCLC, WSW I), J. H. James (Block), and to Mrs E. M. Foster (FC). For the probable cause of the attribution to Bayfield and to James, see <a href=""titleDetails.asp?title=1807A008""><i>A Winter in Bath</i></a> (EN2 1807: 7) and <a href=""titleDetails.asp?title=1808A002""><i>The Banks of the Wye</i></a> (EN2 1808: 1). The attribution to Foster apparently hinges on a chain of attributions within titles, stretching to 1817, and must without further evidence be considered unlikely: see <a href=""titleDetails.asp?title=1804A003""><i>The Aunt and the Niece</i></a> (EN2 1804: 3)",,,
704,"GARSIDE1800-1829",20100817,"1809A005","English Brothers, The","ANON",1809,"Unknown",,"THE ENGLISH BROTHERS; OR, ANECDOTES OF THE HOWARD FAMILY. IN FOUR VOLUMES","London:                     Printed for William Miller, Albemarle Street, 1809","4 vols (I 323p; II 340p; III 323p; IV 379p). 12&deg;","Corvey; CME 3-628-47567-8; ECB 187; EN2 1809: 5; xNSTC; OCLC 12064254","Dedication 'to the most exemplary of Women, and the best of Parents' signed 'The Author'",,,
705,"GARSIDE1800-1829",20100817,"1809A006","Gothic Legends","ANON",1809,"Unknown",,"GOTHIC LEGENDS. A ROMANCE, IN TWO VOLUMES","London:                     Printed for J. F. Hughes, 38, Berners Street, Oxford Street, 1809","2 vols (I 221p; II 225p). 12&deg;","BL 012612.de.4; EN2 1809: 6; xNSTC; xOCLC",,,,
706,"GARSIDE1800-1829",20100817,"1809A007","Monk and the Vine-Dresser, The","ANON",1809,"Female",,"THE MONK AND THE VINE-DRESSER: OR, THE EMIGRANTS OF BELLESME. A MORAL TALE. BY A LADY","Edinburgh:                     Printed for Manners & Miller, A. Constable & Co. and Brown & Crombie; and Constable, Hunter, Park, & Hunter, London, 1809","1 vol.  (ii, 183p). 12&deg;","E Hall.278.e; EN2 1809: 7; NSTC L103; xOCLC","Address to the Public', dated Oct 1809. Collates in sixes",,,
707,"GARSIDE1800-1829",20100817,"1809A008","Rosa in London","ANON",1809,"Unknown",,"ROSA IN LONDON, AND OTHER TALES; BY THE AUTHOR OF THE YOUNG MOTHER, OR ALBINIA. IN FOUR VOLUMES","London:                     Printed for Henry Colburn, English and Foreign Library, Conduit-Street, Bond-Street, 1809","4 vols (I 264p; II 247p; III 220p; IV 261p). 12&deg;","Corvey; CME 3-628-48513-4; ECB 502; EN2 1809: 8; NSTC R1622; xOCLC",,"Philadelphia 1813 (OCLC)",,
708,"GARSIDE1800-1829",20100817,"1809A009","Susan","ANON",1809,"Unknown",,"SUSAN. A NOVEL. IN TWO VOLUMES","London:                     Printed by J. Barfield, 91, Wardour-Street, for J. Booth, Duke-Street, Portland-Place, Mary-le-bone, 1809","2 vols (I 220p; II 200p). 12&deg;","IU 823.Su81; ECB 570; EN2 1809: 9; xNSTC; OCLC 5058095","Final two lines of novel (vol. 2, p. 200) followed by 'Books of esteemed Characters, lately published by J. Booth', comprising 5 titles (3 novels)",,,
709,"GARSIDE1800-1829",20100817,"1809A010","Towers of Lothian, The","ANON",1809,"Unknown",,"THE TOWERS OF LOTHIAN; OR, THE BANKS OF CARRON: A SCOTTISH LEGEND. IN FOUR VOLUMES. BY THE AUTHOR OF THE ""TWO PILGRIMS.""","London:                     Printed by M. Allen, Paternoster-Row, for Holmes and Whitterton, No. 15, Paternoster-Row, 1809","4 vols (I 226p; II 256p; III 266p; IV 222p). 12&deg;","BL N.2741; ECB 595; EN2 1809: 11; NSTC L2355; xOCLC","Apparently identical to <a href=""titleDetails.asp?title=1809A002""><i>The Banks of the Carron</i></a> (EN2 1809: 2), apart from different t.p",,,
710,"GARSIDE1800-1829",20100817,"1809A011","Truth in the Garb of Fiction","ANON",1809,"Unknown",,"TRUTH IN THE GARB OF FICTION; OR, SKETCHES FROM REAL LIFE. A NOVEL. IN FOUR VOLUMES. BY A DISCIPLE OF THE OLD SCHOOL","London:                     Printed by C. Stower, Paternoster-Row, for C. Chapple, Pall Mall, 1809","4 vols (I 325p; II 346p; III 352p; IV 324p). 12&deg;","Corvey; CME 3-628-48839-7; EN2 1809: 12; xNSTC; xOCLC",,,,
711,"GARSIDE1800-1829",20100817,"1809A012","Lucky Escapes","Lieut ARNOLD",1809,"Male",,"LUCKY ESCAPES; OR, SYSTEMATIC VILLANY. A NOVEL. IN THREE VOLUMES. BY THE AUTHOR OF THE BRITISH ADMIRAL, &C","London:                     Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1809","3 vols (I vii, 244p; II 272p; III 257p). 12&deg;","Corvey; CME 3-628-48124-4; ECB 355; EN2 1809: 13; NSTC A1700; xOCLC","Dedication 'to Mrs. Billington'",,,
712,"GARSIDE1800-1829",20100817,"1809A013","Seraphina","Caroline BURNEY",1809,"Female",,"SERAPHINA; OR, A WINTER IN TOWN. A MODERN NOVEL, IN THREE VOLUMES. BY CAROLINE BURNEY","London:                     Printed for J. F. Hughes, 38, Berners Street, Oxford Street, 1809","3 vols (I 215p; II 194p; III 285p). 12&deg;","Corvey; CME 3-628-47174-5; EN2 1809: 14; xNSTC; OCLC 13611197","Advertisement' to Sarah Harriet Burney's <a href=""titleDetails.asp?title=1812A024""><i>Traits of Nature</i></a> (EN2 1812: 24),  states: 'The publisher [i.e. Henry Colburn] of this Work thinks it proper to state that Miss Burney is not the Author of a Novel called ""Seraphina,"" published in the year 1809, under the assumed name of Caroline Burney.'",,,
713,"GARSIDE1800-1829",20100817,"1809A014","Celia in Search of a Husband","Medora Gordon' BYRON",1809,"Female",,"CELIA IN SEARCH OF A HUSBAND. BY A MODERN ANTIQUE. IN TWO VOLUMES","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. (Successors to Lane, Newman, and Co.) Leadenhall-Street, 1809","2 vols (I iv, 322p; II 306p). 8&deg;","BL 1152.f.8; ECB 103; EN2 1809: 15; NSTC B6077; OCLC 12952044","It seems likely that the chain of three novels published as by 'A Modern Antique', and those under the name of Miss Byron, are by the same author&mdash;see <a href=""titleDetails.asp?title=1808A032""><i>The English-Woman</i></a> (EN2 1808: 33)","2nd edn 1809 (NSTC); 3rd edn 1809 (NSTC)",,
714,"GARSIDE1800-1829",20100817,"1809A015","Hours of Affluence, and Days of Indigence","Medora Gordon' BYRON",1809,"Female",,"HOURS OF AFFLUENCE, AND DAYS OF INDIGENCE. A NOVEL. IN FOUR VOLUMES. BY MISS BYRON, AUTHOR OF THE ENGLISH-WOMAN, &C","London:                     Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1809","4 vols (I 225p; II 244p; III 258p; IV 268p). 12&deg;","Corvey; CME 3-628-47181-8; ECB 91; EN2 1809: 16; NSTC B6042; xOCLC",,,,
715,"GARSIDE1800-1829",20100817,"1809A016","Sequel to the Antidote to the Miseries of Human Life, A","Harriet CORP",1809,"Female",,"A SEQUEL TO THE ANTIDOTE TO THE MISERIES OF HUMAN LIFE. CONTAINING A FURTHER ACCOUNT OF MRS. PLACID AND HER DAUGHTER RACHEL. BY THE AUTHOR OF THE ANTIDOTE","London:                     Printed for Williams and Smith, Stationers'-Court, 1809","1 vol.  (viii, 175p). 12&deg;","BL 4413.ff.46(2); EN2 1809: 17; NSTC C3715; OCLC 9901114","Collates in sixes","2nd edn 1809 (NSTC); 3rd edn 1811 (OCLC); 4th edn 1814 (NSTC); 5th edn 1820 (Corvey, NSTC); New York 1810 (OCLC)",,
716,"GARSIDE1800-1829",20100817,"1809A017","Soldier's Orphan, The","Mrs COSTELLO",1809,"Female",,"THE SOLDIER'S ORPHAN: A TALE. BY MRS. COSTELLO. IN THREE VOLUMES","London:                     Printed for Longman, Hurst, Rees, and Orme, Paternoster-Row, 1809","3 vols (I 226p; II 211p; III 195p). 12&deg;","Corvey; CME 3-628-47370-5; ECB 100; EN2 1809: 18; NSTC C3780; OCLC 13310622","Mrs Costello  is evidently different from Louisa Stuart Costello (1799&ndash;1870), author of several novels in the 1840s","New York 1812 (NSTC)",,
717,"GARSIDE1800-1829",20100817,"1809A018","Euston","Charles COURTENAY",1809,"Male",,"EUSTON. A NOVEL, IN TWO VOLUMES","London:                     Printed for C. Chapple, 66, Pall-Mall, 1809","2 vols (I 188p; II 260p). 12&deg;","Corvey; CME 3-628-47636-4; ECB 140; EN2 1809: 19; xNSTC; xOCLC","Allibone and Block give author as above for the title <i>Ereston, a Novel</i> (1809), itself almost certainly a misspelled form of the present record",,,
718,"GARSIDE1800-1829",20100817,"1809A019","John de Lancaster","Richard CUMBERLAND",1809,"Male",,"JOHN DE LANCASTER. A NOVEL. BY RICHARD CUMBERLAND, ESQ. IN THREE VOLUMES","London:                     Printed for Lackington, Allen, and Co. Temple of the Muses, Finsbury Square, 1809","3 vols (I 300p; II 292p; III 292p). 8&deg;","BRu ENC; ECB 147; EN2 1809: 20; NSTC C4483; OCLC 19027172",,"2nd edn 1809 (Corvey), CME 3-628-47361-6; New York 1809 (OCLC)",,
719,"GARSIDE1800-1829",20100817,"1809A020","Amoroso","Frederick DUDLEY",1809,"Male",,"AMOROSO; A NOVEL, IN TWO VOLUMES, FOUNDED ON FACT. BY FREDERICK DUDLEY","London:                     Printed and published by T. Collins, Harvey's Buildings, Strand, 1809/10","2 vols (I (1809) vi, 164p; II (1810) 165p). 12&deg;","CLU-S/C PR.4629.D86a; ECB 173; EN2 1809: 21; xNSTC; OCLC 13326216","T.p. of vol. 2 reads: 'London: Printed by and for T. Collins and Son, Harvey's Buildings, Strand, and sold by Cradock and Joy, Paternoster Row, 1810'. ECB lists publisher as Cradock, and dates 1810",,,
720,"GARSIDE1800-1829",20100817,"1809A021","Tales of Fashionable Life","Maria EDGEWORTH",1809,"Female",,"TALES OF FASHIONABLE LIFE, BY MISS EDGEWORTH, AUTHOR OF PRACTICAL EDUCATION, BELINDA, CASTLE RACKRENT, ESSAY ON IRISH BULLS, &C. IN THREE VOLUMES","London:                     Printed for J. Johnson St. Paul's Churchyard, 1809/12","6 vols (I (1809) vii, 400p; II (1809) 338p; III (1809) 369p; IV (1812) iv, 460p; V (1812) 392p; VI (1812) 466p). 12&deg;","BRu ENC; ECB 178; EN2 1809: 22; NSTC E246; OCLC 4890060","I Ennui; II Almeria, Madame de Fleury, and the Dun; III Manoeuvring; IV Vivian; V Emilie de Coulanges and the Beginning of The Absentee; VI The Conclusion of The Absentee. Preface in vol. 1, signed 'Richard Lovell Edgeworth. Edgeworth's Town, March 1809'. With vols 4 to 6 t.ps. read: 'In Six Volumes' and imprint changes to: 'Printed for J. Johnson and Co., St. Paul's Church-Yard, 1812'. Preface to vol. 4, is signed 'R. L. Edgeworth, May 1812', followed by 'A List of all the Works written by Mr. and Miss Edgeworth / Published only by J. Johnson and Co. St. Paul's Church-Yard'","2nd edn 1809 (NSTC); 3rd edn 1809 (NSTC); 4th edn 1813/14 (Corvey), CME 3-628-47534-1; 1815 (NSTC); 1818/24 (NSTC); [at least 5 more edns to 1850]; Georgetown, MD, 1809 (OCLC); French trans. of vols 4&ndash;6, 1813&ndash;14 [as <i>Sc&egrave;nes de la vie du grand monde</i> (CCFR)], also of 'Ennui', 1812; German trans. of 'Manoeuvring', 1814 [as <i>Schleichk&uuml;nste</i> (RS)], and 'Ennui', 1814 [as <i>Denkw&uuml;rdigkeiten des Grafen von Glenthorn</i> (RS)], and 'Vivian', 1814 [as <i>Vivian, oder der Mann ohne Charakter</i> (RS)], and 'Emilie de Coulanges', 1815 [as <i>Emilie, oder der Frauenzwist</i> (RS)]","pg1473 pg9439","pg1473 is just The Absentee; The Absentee also appears (with Castle Rackrent) in ri1p7RoX_zwC; pg9439 is just Ennui"
721,"GARSIDE1800-1829",20100817,"1809A022","Old Times Revived","EGESTAS",1809,"Male",,"OLD TIMES REVIVED, A ROMANTIC STORY OF THE NINTH AGE; WITH PARALLELS OF CHARACTERS AND EVENTS OF THE EIGHTEENTH AND NINETEENTH CENTURIES. BY EGESTAS, AUTHOR OF WAYS AND MEANS, POLITICAL VERSATILITY, &C. &C","London:                     Printed by D. Deans, Hart-Street, Covent Garden; for J. Cawthorn, (Bookseller to Her Royal Highness the Princess of Wales,) No. 5, Catherine-Street, Strand, 1809","4 vols (I viii, 237p; II 203p; III 229p; IV 262p). 12&deg;","Corvey; CME 3-628-48254-2; EN2 1809: 23; xNSTC; xOCLC",,,,
722,"GARSIDE1800-1829",20100817,"1809A023","William Tell","Jean Pierre Claris de FLORIAN",1809,"Male","William B. HEWETSON","WILLIAM TELL; OR, SWISSERLAND DELIVERED. BY THE CHEVALIER DE FLORIAN, MEMBER OF THE ROYAL ACADEMIES OF PARIS, MADRID, FLORENCE, &C. &C. A POSTHUMOUS WORK. TO WHICH IS PREFIXED, THE LIFE OF THE AUTHOR, BY JAUFFRET. TRANSLATED FROM THE FRENCH, BY WILLIAM B. HEWETSON, AUTHOR OF ""THE BLIND BOY,"" ""THE FALLEN MINISTER,"" &C. &C","London:                     Printed for Sherwood, Neely, and Jones, (Successors to Mr. H. D. Symonds) Paternoster Row, 1809","1 vol.  (xxxvi, 115p, ill.). 12&deg;","BL 1607/3574; ECB 209; EN2 1809: 25; NSTC H1494; OCLC 29672912","Trans. of <i>Guillaume Tell, ou la Suisse libre</i> (Paris, 1801). Colour frontispiece bears the legend: 'Pub. by Sherwood, Neely, & Jones, May 27 1809'. 'Life of Florian' on pp. [vii]&ndash;xxxvi. This appears to be the first full English translation of a work which, according to Michaud, was written in 1793 but not published before the death of the author in 1794. Later rival translations include <i>William Tell, or the Patriot of Switzerland</i> (London, 1823)","1836 (NSTC); 1840 (OCLC); [1844] (NSTC); Baltimore 1810 (OCLC)",,
723,"GARSIDE1800-1829",20100817,"1809A024","Angelo Guicciardini","Sophia FRANCES",1809,"Female",,"ANGELO GUICCIARDINI; OR, THE BANDIT OF THE ALPS. A ROMANCE. IN FOUR VOLUMES. BY SOPHIA FRANCES, AUTHOR OF VIVONIO, CONSTANCE DE LINDENSDORF, AND THE NUN OF MISERICORDIA","London:                     Printed for Henry Colburn, English and Foreign Library, Conduit-Street, Bond-Street, 1809","4 vols (I 272p; II 284p; III 258p; IV 376p). 12&deg;","Corvey; CME 3-628-47810-3; ECB 215; EN2 1809: 26; NSTC S2967; OCLC 22350460",,"French trans., 1817",,
724,"GARSIDE1800-1829",20100817,"1809A025","Alphonso","St&#233;phanie F&#233;licit&#233;, Comtesse de GENLIS",1809,"Female",,"ALPHONSO; OR, THE NATURAL SON. BY MADME. DE GENLIS, AUTHOR OF SAINCLAIR, THE SIEGE OF ROCHELLE, THE RECOLLECTIONS OF FELICIA, THE EARL OF CORK, &C. &C. TRANSLATED FROM THE FRENCH. IN THREE VOLUMES","London:                     Printed for Henry Colburn, English and Foreign Library, Conduit-Street, Bond-Street, 1809","3 vols (I iv, 174p; II 183p; III 190p). 12&deg;","BL 12511.c.20; ECB 225; EN2 1809: 27; NSTC B4973; OCLC 34744542","Trans. of <i>Alphonse, ou le fils naturel</i> (Paris, 1809)",,,
725,"GARSIDE1800-1829",20100817,"1809A026","Tales of the Manor","Sarah GREEN",1809,"Female",,"TALES OF THE MANOR. BY THE AUTHOR OF THE PRIVATE HISTORY OF THE COURT OF ENGLAND, &C. &C. IN TWO VOLUMES","London:                     Printed for B. Crosby and Co. Stationers'-Court, Paternoster-Row, 1809","2 vols (I 270p; II 219p). 12&deg;","Corvey; CME 3-628-48873-7; ECB 576; EN2 1809: 28; NSTC G1950; OCLC 6774372","Vol. 1 printed by J. & E. Hodson, Cross-Street, Hatton-Garden; vol. 2 by R. Wilks, Chancery Lane. Collates in sixes",,,
726,"GARSIDE1800-1829",20100817,"1809A027","Female Confessions","W. H. HALL",1809,"Male",,"FEMALE CONFESSIONS; OR, SCENES IN LIFE. AN INTERESTING DOMESTIC STORY. IN TWO VOLUMES. BY W. H. HALL, ESQ. AUTHOR OF THE SCHOOL OF VIRTUE, &C","London:                     Printed for W. Turmaine, No. 10, Gate-Street, Lincoln's-Inn-Fields. And sold  by T. Mason, Cambridge-Street, Golden-Square, 1809","2 vols (I xii, 171p; II 187p). 12&deg;","BL 1568/8463; EN2 1809: 29; NSTC H242.5; xOCLC","Half-title reads: 'The Museum; or, Female Confessions. A Domestic Story.' Preface characterizes the author as 'a man of fashion'. This suggests a different person from William Henry Hall (d. 1807), author of <i>The New Royal Encyclopaedia</i> (1791), and other works",,,
727,"GARSIDE1800-1829",20100817,"1809A028","Falconbridge Abbey","Mary Ann HANWAY",1809,"Female",,"FALCONBRIDGE ABBEY. A DEVONSHIRE STORY. IN FIVE VOLUMES. BY MRS. HANWAY, AUTHOR OF ELLINOR, AND ANDREW STUART","London:                     Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1809","5 vols (I xxiv, 299p; II 280p; III 286p; IV 312p; V 376p). 12&deg;","Corvey; CME 3-628-47621-6; ECB 254; EN2 1809: 30; NSTC H477; OCLC 13308808","Dedication 'to James Buller, Esq. Member of Parliament for Exeter' signed 'Mary Ann Hanway', and dated Blackheath, 15 Dec 1808. Preface, vol. 1, pp. v&ndash;xxiv, complains about 'all the crude indigestible trash, that load the shelves of circulating libraries' (p. xii)",,,
728,"GARSIDE1800-1829",20100817,"1809A029","Forest of Comalva, The","Mary HILL",1809,"Female",,"THE FOREST OF COMALVA, A NOVEL; CONTAINING SKETCHES OF PORTUGAL, SPAIN, AND PART OF FRANCE. IN THREE VOLUMES. BY MARY HILL","London:                     Printed for Richard Phillips, New Bridge-Street, Blackfriars, 1809","3 vols (I v, 231p; II 210p; III 261p). 12&deg;","Corvey; CME 3-628-47688-7; ECB 269; EN2 1809: 31; NSTC H1688; OCLC 13288337","Preface in vol. 1, pp. [iii]&ndash;v, in which the authoress refers to 'this first production of her pen', is dated Jan 1809",,,
729,"GARSIDE1800-1829",20100817,"1809A030","History of an Officer's Widow, The","Barbara HOFLAND [formerly HOOLE, Barbara]",1809,"Female",,"THE HISTORY OF AN OFFICER'S WIDOW, AND HER YOUNG FAMILY","London:                     Printed for J. Harris, (Successor to E. Newberry) Corner of St. Paul's Church Yard, 1809","1 vol.  (vii, 182p). 12&deg;","BL 12611.c.21; EN2 1809: 32; NSTC H2420; xOCLC",,"New edn 1814 (OCLC 10871431); 3rd edn 1814 (NSTC); new edn 1818 (OCLC); 1820 (OCLC); 1834 (NSTC); New York 1815 (OCLC)",,
730,"GARSIDE1800-1829",20100817,"1809A031","Ella St Laurence","Mrs ISAACS",1809,"Female",,"ELLA ST. LAURENCE; OR, THE VILLAGE OF SELWOOD AND ITS INHABITANTS: A NOVEL, IN FOUR VOLUMES. BY MRS. ISAACS, AUTHOR OF ARIEL, GLENMORE ABBEY, AND THE WOOD-NYMPH","London:                     Printed for C. Chapple, 66, Pall Mall, 1809","4 vols (I 291p; II 267p; III 275p; IV 282p). 12&deg;","Corvey; ECB 301; EN2 1809: 33; NSTC I522; OCLC 6830164","Collates in sixes",,,
